Name,Link to the dish,Ingredients,Making Steps,Ingredients_without_quantity
미역수제비,http://www.lampcook.com/food/food_fusion_view.php?idx_no=127,"마늘(4쪽), 대파(1뿌리), 생강(1톨), 소금(약간), 후춧가루(약간), 국간장(2큰술), 설탕(1작은술), 다진파(1/2큰술), 다진마늘(약간), 깨소금(약간)","1. 냄비에 물 5컵을 붓고 닭고기, 마늘, 파, 생강을 넣어서 40분정도 삶는다. 2. 닭고기가 익으면 체에 면보를 깔고 국물을 걸러 기름기를 제거한 다음 국간장, 소금, 후춧가루로 간한다. 3. ①의 닭살을 찢어서 준비한다. 4. 밀가루에 소금을 약간 넣고 물을 부어 반죽을 한다. 5. 미역은 물에 불려 깨끗이 손질한 다음 물기를 빼고 2~3번 자른다. 6. 걸러둔 닭국물을 끓이다가 미역을 넣고 국간장으로 간을 맞춘 다음 양념한 닭고기를 넣고 끓으면 밀가루 반죽을 떼어내 넣고 끓인다. 수제비가 위로 뜨면서 끓어 오르면 불을 끈다.","마늘, 대파, 생강, 소금, 후춧가루, 국간장, 설탕, 다진파, 다진마늘, 깨소금"
코다리찜,http://www.lampcook.com/food/food_fusion_view.php?idx_no=313,"고추장(1큰술), 간장(1/2큰술), 설탕(1큰술), 다진파(1큰술), 다진마늘(1/2큰술), 다진생강(1/2작은술), 참기름(1큰술), 후춧가루(1/4작은술)","1. 코다리는 머리, 꼬리를 떼어내고 옆으로 갈라 편 후 뼈를 발라내고 반으로 썬다. 2. 실파는 송송썬다. 3. 양념장을 만들어 코다리를 재워 둔다. 4. 냄비에 양념 코다리와 물을 약간 넣고 익힌다. 5. 접시에 담고 송송 썬 실파를 얹는다.","고추장, 간장, 설탕, 다진파, 다진마늘, 다진생강, 참기름, 후춧가루"
상추 치커리 오징어 초침무,http://www.lampcook.com/food/food_fusion_view.php?idx_no=19,"고추장(3T), 식초(1.5T), 설탕(1.5T), 후추(약간), 와사비(약간)","1. 준비한 채소를 깨끗하게 씻어 적당한 크기로 채 썰어 접시위에 돌려 담는다. 2. 오징어는 내장을 꺼내 통으로 깨끗하게 씻어 뜨거울 물에 데쳐준다. 3. 데쳐진 오징어를 동그랗게 링으로 썰어 채소를 담은 접시 위에 올려준다. 4. 고추장과 식초, 설탕, 와사비, 후추를 조금 넣고 잘 섞어 초고추장을 만든다. 5. 채소과 오징어에 초고장을 뿌려 잘 섞어준다.","고추장, 식초, 설탕, 후추, 와사비"
쇠고기장조림,http://www.lampcook.com/food/food_fusion_view.php?idx_no=446,"대파(1/2뿌리), 마늘(1통), 생강(1쪽), 물(4컵), 홍고추(2개), 진간장(1컵), 설탕(1/4컵), 참기름(약간)","1. 쇠고기는 큼직하게 토막 낸 후 기름기와 힘줄을 없앤다. 2. 마늘은 통으로 준비하고 생강은 얇게 저민다. 홍는 어슷하게 썰어 씨를 털어낸다. 3. 계란은 삶아 찬물에 담갔다가 껍질을 벗긴다. 당근은 손질하여 도톰하게 반달모양으로 썰어낸다. 4. 냄비에 쇠고기와 마늘, 생강을 넣고 잠길 정도로 물을 부어 끓이다가 불을 줄여 익힌다. 5. 국물의 1/3쯤 졸면 진간장과 설탕을 넣고 약한 불에서 계속 졸이다가 조림간장이 반으로 줄면 준비한 계란, 당근, 홍고추를 넣는다. 6. 계란은 주걱으로 굴려가며 간이 고루 배게 한다. 상에 낼 때는 깨소금을 뿌린다.","대파, 마늘, 생강, 물, 홍고추, 진간장, 설탕, 참기름"
숙주미나리무침,http://www.lampcook.com/food/food_fusion_view.php?idx_no=269,"실고추(약간), 다진파(약간), 다진마늘(약간), 깨소금(약간), 참기름(약간)","1. 숙주나물은 숙주의 머리, 뿌리를 제거한 후 끓는 물에 소금을 약간 넣고 살짝 데친다. 2. 미나리는 불순물을 깨끗이 제거하기 위해 소금과 식초를 넣은 물에 잠시 담갔다가 살짝 데친 후 물기를 꽉 짜준다. 3. 파와 마늘은 곱게 다지고 홍고추는 링모양으로 썬 후 씨를 털어낸다. 4. 위의 숙주와 미나리, 다진 파, 마늘을 섞어 소금, 깨소금, 참기름 등을 넣어 양념한다.","실고추, 다진파, 다진마늘, 깨소금, 참기름"
콩나물무침,http://www.lampcook.com/food/food_fusion_view.php?idx_no=503,"다진파(1큰술), 다진마늘(1과1/2작은술), 깨소금(2큰술), 참기름(1큰술), 실고추(약간), 소금(약간), 후춧가루(약간)","1. 콩나물은 줄기가 희고 통통한 것으로 준비하여 뿌리를 다듬어 씻어 물기를 빼놓는다. 2. 냄비에 콩나물을 담고 물을 넣어 뚜껑을 덮고 데친 다음 콩나물을 건져 물기를 뺀다. 3. ②의 콩나물을 참기름으로 먼저 버무린 후 다진 파, 다진 마늘, 실고추, 깨소금, 후춧가루, 소금을 넣어 무친다.","다진파, 다진마늘, 깨소금, 참기름, 실고추, 소금, 후춧가루"
흑임자죽,http://www.lampcook.com/food/food_fusion_view.php?idx_no=531,"물(6컵), 소금(약간), 설탕(약간)",1. 쌀은 충분히 불려서 소쿠리에 건져 놓는다. 2. 깨는 깨끗이 일어 건져서 고소한 향이 나도록 볶는다. 3. 분쇄기에 쌀과 깨를 따로따로 넣어 물을 조금씩 넣어가며 갈아 고운 체에 밭친다. 4. 밑이 두터운 냄비에 곱게 간 쌀과 물을 부어 나무주걱으로 저으며 끓인다. 5. 냄비가 뜨거워 지면 갈은 깨를 조금씩 부어 멍울지지 않도록 가끔 저어주며 끓인다. 6. 확 끓어오르면 불을 약하게 줄이고 잘 섞이도록 서서히 끓인다.,"물, 소금, 설탕"
삼계탕,http://www.lampcook.com/food/food_fusion_view.php?idx_no=405,"찹쌀(1/2컵), 마늘(4쪽), 대추(4개), 생강(1쪽), 물(8컵), 수삼(4뿌리), 대파(1뿌리), 소금(약간), 후춧가루(약간)","1. 닭은 내장을 제거하여 깨끗이 씻고, 찹쌀은 씻어 1시간 정도 물에 불린 후 건진다. 2. 대추는 돌려 깎아 씨를 빼고 수삼은 씻어 잔뿌리를 제거한다. 3. 닭 속에 찹쌀, 마늘, 대추, 수삼을 넣는다. 4. 왼쪽 다리 안쪽에 칼집을 넣어 그 사이에 오른쪽 다리를 넣어 꼬아준다. 5. 생강은 얇게 편썰어 준비한 후 냄비에 닭과 대파, 생강, 물을 넣어 끓인다. 6. 센불에서 끓인 후 불을 줄여 1시간 정도 푹 고아준다.","찹쌀, 마늘, 대추, 생강, 물, 수삼, 대파, 소금, 후춧가루"
묵과양념장,http://www.lampcook.com/food/food_fusion_view.php?idx_no=414,"오이(1/2개), 게맛살(1개), 간장(2큰술), 설탕(1작은술), 식초(1큰술), 홍고추(1개), 참기름(1작은술), 깨소금(1작은술)","1. 도토리묵과 청포묵, 오이, 게맛살을 사방 1.5cm 크기로 썬다. 2. 분량의 양념장을 만든다. 3. 준비한 재료를 그릇에 담고 양념장을 끼얹는다.","오이, 게맛살, 간장, 설탕, 식초, 홍고추, 참기름, 깨소금"
무말랭이무침,http://www.lampcook.com/food/food_fusion_view.php?idx_no=113,"다진파(1큰술), 다진마늘(1큰술), 간장(1큰술), 고추장(1큰술), 깨소금(1큰술), 멸치액젓(1큰술), 고춧가루(1/2큰술), 설탕(2큰술)","1. 무말랭이는 물에 불려 하룻밤 그대로 둔다. 2. 파, 마늘은 다져서 준비한다. 3. 간장 1큰술, 고추장 1큰술, 다진 마늘 1큰술, 깨소금 약간, 멸치액젓 1큰술, 고춧가루 1과1/2큰술, 설탕 2큰술로 양념장을 만든다. 4. 물에 불린 무말랭이의 물기를 꼭 짜고 양념장에 버무린다. 5. 먹기 직전에 깨소금을 뿌려 낸다.","다진파, 다진마늘, 간장, 고추장, 깨소금, 멸치액젓, 고춧가루, 설탕"
달래된장찌개,http://www.lampcook.com/food/food_fusion_view.php?idx_no=357,"홍고추(1개), 청양고추(1개), 대파(1/4뿌리), 물(3컵), 바지락(약간), 다진마늘(1작은술), 된장(2큰술), 육수용멸치(한줌)","1. 말린 표고버섯은 물에 불려 굵게 채썰고 기둥은 결대로 찢는다.(불린 물은 ②에 섞어 육수로 사용한다.) 2. 멸치는 내장과 머리를 발라낸 후 냄비에 물 2컵과 ①의 표고버섯 불린 물을 붓고 된장을 풀어 끓인다. 3. 두부는 사방 1.5cm로 깍둑썰어 준비하고 달래는 길이로 3등분하며 대파, 청양고추는 어슷썬다. 4. 바지락은 연한 소금물에 담가 해감시킨다. 5. ②가 끓으면 두부와 해감 시킨 바지락을 넣는다. 6. ⑤에 나머지 재료인 달래, 표고버섯, 대파, 청양고추를 넣고 끓인다.","홍고추, 청양고추, 대파, 물, 바지락, 다진마늘, 된장, 육수용멸치"
두부굴찌개,http://www.lampcook.com/food/food_fusion_view.php?idx_no=302,"실파(2뿌리), 청고추(1/2개), 홍고추(1/2씩), 소금(약간), 새우젓(약간)","1. 두부는 가로 2cm, 세로 3cm, 두께 0.5cm로 썬다. 2. 굴은 굵은 소금물에 흔들어 씻어 건지고 양송이버섯은 0.5cm 두께로 썬다. 3. 가는 파는 3cm 길이로 썬다. 4. 청고추, 홍고추는 반으로 갈라 채썰고 마늘은 다진다. 5. 냄비에 물을 넣고 끓이다가 소금을 약간 넣은 뒤 두부와 굴을 넣어 계속 끓인다. 6. ⑤에 양송이버섯, 가는 파, 청고추, 홍고추를 넣는다.","실파, 청고추, 홍고추, 소금, 새우젓"
김치볶음밥,http://www.lampcook.com/food/food_fusion_view.php?idx_no=218,"감자(1/4개), 양파(1/2개), 햄(60g), 식용유(약간), 계란(2개), 소금(약간), 후춧가루(약간)","1. 김치는 1cm 크기로 썰고 햄, 양파, 감자도 1cm 정도의 크기로 잘게 썬다. 2. 프라이팬에 기름을 두르고 김치와 감자를 볶다가 햄과 양파를 넣고 볶아준다. 3. 양파가 어느 정도 익으면 밥을 넣고 펴듯이 볶아준다. 4. 소금과 후춧가루로 간을 맞추고 계란프라이를 얹어 낸다.","감자, 양파, 햄, 식용유, 계란, 소금, 후춧가루"
배추겉절이,http://www.lampcook.com/food/food_fusion_view.php?idx_no=439,"소금(5큰술), 통깨(1작은술), 다진파(2큰술), 다진마늘(1큰술), 다진생강(1/2큰술), 고춧가루(1/4컵), 진간장(1큰술), 새우젓(1큰술), 설탕(2큰술), 참기름(약간)","1. 배추는 한 잎 씩 떼어 씻은 다음 소금 5 큰술을 고루 뿌려 절여놓는다. 2. 새우젓은 건더기만 곱게 다진다. 3. 절인 배추는 찬물에 헹구었다가 소쿠리에 건져 물기를 뺀 다음 손으로 쭉쭉 찢는다. 4. 다진 파와 마늘, 생강, 고춧가루, 진간장, 새우젓, 설탕, 참기름을 섞어 양념을 만든다. 5. 찢은 배추를 양념으로 버무린다. 상에 낼 때 통깨로 마무리한다.","소금, 통깨, 다진파, 다진마늘, 다진생강, 고춧가루, 진간장, 새우젓, 설탕, 참기름"
상추채소무침,http://www.lampcook.com/food/food_fusion_view.php?idx_no=198,"고춧가루(1작은술), 설탕(1/2작은술), 식초(1/2작은술), 조림간장(1/4작은술), 참기름(약간), 깨소금(약간)","1. 들깻잎, 엽상치, 쑥갓 등은 먹기 좋은 크기로 뜯어놓는다. 2. 대파, 마늘은 다진다. 3. ①을 싱싱하게 하기위해 물에 담가둔다. 4. 고운 고춧가루 1작은술, 설탕 1/2작은술, 소금, 식초 1/2작은술, 조림간장 1/4작은술, 깨소금, 참기름으로 양념장을 만든다. 5. 물에서 채소를 건져내어 물기를 없앤 후 ④의 양념장에 묻혀낸다.","고춧가루, 설탕, 식초, 조림간장, 참기름, 깨소금"
오징어산적,http://www.lampcook.com/food/food_fusion_view.php?idx_no=323,"꼬치(20개), 고추장(5큰술), 설탕(3큰술), 다진마늘(2큰술), 다진파(3큰술), 생강즙(1작은술), 깨소금(약간), 참기름(약간)","1. 갑오징어는 가운데 뼈를 빼고 깨끗이 손질하여 가로, 세로로 어슷하게 잔 칼집을 넣은 후 끓는 물에 살짝 데쳐낸다. 2. 데쳐놓은 오징어는 가로 1.5㎝ 세로 6~7㎝ 정도로 썰어 놓는다. 3. 피망은 꼭지를 떼고 반으로 갈라 속을 털어낸 후 오징어 길이에 맞추어 썬다. 4. 고추장에 설탕, 다진마늘, 다진파, 생강즙, 깨소금, 참기름을 넣어 골고루 섞어 양념장을 만든다. 5. 꼬치에 갑오징어, 피망을 보기 좋게 섞어서 꽂는다.","꼬치, 고추장, 설탕, 다진마늘, 다진파, 생강즙, 깨소금, 참기름"
팥칼국수,http://www.lampcook.com/food/food_fusion_view.php?idx_no=496,"물(15컵), 소금(약간), 설탕(약간)",1. 팥은 찬물에 씻은 후 물에 담가 충분히 불린다. 2. 칼국수면은 손으로 훌훌 털어 뭉침을 풀어준다. 3. 냄비에 불린 팥을 담고 팥의 1.5배의 물과 소금을 약간 넣고 삶는다. 4. 끓기 시작하면 첫물은 따라 버리고 다시 찬물을 붓고 팥이 무를 정도로 삶는다. 5. ④의 팥 삶은 것을 체에 걸러 내려서 팥 껍질을 제거하고 팥앙금과 적정량의 물을 부어 끓인다.(물은 식성에 따라 가감한다) 6. ⑤의 팥물에 생면을 넣어 끓이다가 소금으로 간한다. 식성에 따라 설탕을 첨가해도 좋다.,"물, 소금, 설탕"
제육불고기,http://www.lampcook.com/food/food_fusion_view.php?idx_no=296,"고추장(5큰술), 간장(3큰술), 맛술(2큰술), 생강즙(2큰술), 설탕(2큰술), 다진마늘(2큰술), 다진파(3큰술), 깨소금(약간), 후춧가루(약간), 참기름(약간), 된장(5큰술), 고추장(2큰술), 다진마늘(2큰술), 다진파(2큰술), 식초(1큰술)","1. 돼지고기는 삼겹살 부위로 선택하여 3∼4mm 두께로 썰어 맛술, 생강즙에 재워둔다. 2. 약한 불에 고추장, 고춧가루, 간장, 설탕, 마늘, 깨소금, 후춧가루, 참기름을 혼합하여 양념장을 만들어 준비된 고기에 양념장을 버무려 놓는다. 3. 양념된 고기는 달군 돌판에 잘 뒤집어 가며 굽고 돌판이 없으면 석쇠에 호일을 깔고 굽는다. 4. 그릇에 된장, 고추장, 다진 파, 다진 마늘, 깨소금, 식초, 설탕, 참기름 등을 혼합하여 쌈장을 만들어 놓는다. 5. 대파는 줄기 부분만 쪽을 떼어 곱게 채썰어 냉수에 잠깐 담근 후 물기를 빼고 고춧가루로 물을 들여 참기름과 통깨를 넣고 살살 무쳐서 곁들인다.","고추장, 간장, 맛술, 생강즙, 설탕, 다진마늘, 다진파, 깨소금, 후춧가루, 참기름, 된장, 고추장, 다진마늘, 다진파, 식초"
고등어김치조림,http://www.lampcook.com/food/food_fusion_view.php?idx_no=231,"물(2컵), 파(1뿌리), 다진마늘(1큰술), 다진생강(1큰술), 진간장(2큰술), 고춧가루(½큰술), 설탕(1큰술)","1. 고등어는 손질하여 5~6cm로 토막낸다. 2. 배추김치의 속을 어느정도 털어내고 냄비 위에 편편하게 깐다. 3. 분량의 양념을 섞어 만든 양념장을 배추 위에 조금 붓고 고등어를 얹는다. 4. 고등어 위에 양념장을 골고루 끼얹고 물을 부어 센불에서 조린다. 5. 양념장이 거의 없어 지게 될 무렵, 찬물을 조금 더 부어 자작하게 조린 후 접시에 담아낸다.","물, 파, 다진마늘, 다진생강, 진간장, 고춧가루, 설탕"
고들빼기김치,http://www.lampcook.com/food/food_fusion_view.php?idx_no=273,"실파(1단), 갓(1단), 밤(20개), 대추(20개), 고추(1근), 고춧가루(1근), 멸치액젓(2컵), 설탕(3큰술), 깨소금(약간), 다진마늘(약간), 다진생강(약간)","1. 고들빼기는 다듬어서 소금물에 절인 다음 무거운 것으로 눌러 일주일 정도 삭힌다. 2. 일주일 정도 삭힌 고들빼기는 물에 쓴 맛을 우려내어 체에 건져놓는다. 3. 밴댕이 젓등의 젓갈류를 준비하여 다져놓고 삭힌 고추는 걸러놓는다. 4. 갓, 실파등은 길이 10cm 길이로 썰어 젓국에 절여 놓는다. 5. 젓국에 고춧가루와 설탕을 함께 개어 놓는다. 6. 고들빼기, 고추, 갓 등의 양채를 양념에 넣어 고루 버무린 다음 항아리에 차곡차곡 담은 후 우거지를 덮어 소금을 뿌리고 무거운 것으로 누른 다음 익으면 먹도록 한다.","실파, 갓, 밤, 대추, 고추, 고춧가루, 멸치액젓, 설탕, 깨소금, 다진마늘, 다진생강"
호박무침,http://www.lampcook.com/food/food_fusion_view.php?idx_no=17,"고춧가루(2.5T), 된장(1t), 식초(3T), 통깨(조금), 설탕(1t)","1. 둥근 호박을 반으로 잘라 속을 모두 긁어 파낸다. 2. 속을 파낸 호박을 가늘게 채쳐준다. 3. 끓는 물에 살짝 데쳐준다. 4. 데친 호박의 물기를 짜낸 후 큰 볼에 담는다. 5. 양파와 대파, 고추를 잘게 썰어 볼에 넣는다. 6. 호박이 담긴 볼에 양념을 넣고 잘 무쳐준다.","고춧가루, 된장, 식초, 통깨, 설탕"
동지팥죽,http://www.lampcook.com/food/food_fusion_view.php?idx_no=373,"찹쌀(1과1/3컵), 쌀가루(2/3컵), 찬물(3/4컵), 소금(약간)","1. 쌀은 씻어서 30분 정도 불린 후 소쿠리에 건져 물기를 빼고, 팥은 씻어서 냄비에 담고 팥이 잠길 정도로 물을 부어 끓인 뒤 살짝 끓어오르면 물을 버린다. 2. ①에 다시 물 8컵을 부어 1시간 정도 푹 삶는다. 3. ②에 불린 쌀을 넣고 주걱으로 한 번씩 저어가며 쌀알이 완전히 퍼질 때까지 끓인다. 4. 찹쌀과 쌀가루를 섞어서 가루 낸 것에 찬물 3/4컵을 부어 반죽해서 지름 1~2cm 정도의 새알심을 동그랗게 빚는다. 5. 끓는 소금물에 ④를 넣고 새알심이 익어서 위로 떠오르면 찬물에 식혀 건져낸다. 6. 센불에서 죽이 끓을 때 새알심을 넣고 소금으로 간을 맞춘 뒤 불에서 내린다.","찹쌀, 쌀가루, 찬물, 소금"
새우죽,http://www.lampcook.com/food/food_fusion_view.php?idx_no=86,"물(6컵), 소금(약간), 참기름(약간)","1. 새우는 꼬치로 등쪽의 내장을 빼고, 옅은 소금물에 씻은 뒤 물기를 제거하고 굵게 다진다. 2. 쌀은 씻어 물에 충분히 불린 뒤 건져 물기를 뺀다. 3. 냄비에 참기름을 두르고 다진 새우와 쌀을 넣고 볶다가 쌀알이 투명해지면 물을 붓고 끓인다. 4. 한소끔 끓어 오르면 불을 약하게 한 뒤 쌀알이 푹 퍼지도록 끓인다. 5. 쌀알이 퍼지면 소금으로 간을 하고 그릇에 담는다.","물, 소금, 참기름"
떡꼬치,http://www.lampcook.com/food/food_fusion_view.php?idx_no=141,"브로콜리(40g), 마늘(1쪽), 고추장(2큰술), 고춧가루(1/2작은술), 설탕(1큰술), 간장(1/2큰술), 후춧가루(약간), 깨소금(약간), 물(1/2컵), 참기름(약간)","1. 떡은 미지근한 물에 살짝 불려놓는다. 2. 브로콜리는 뜨거운 물에 식초, 소금을 약간 넣고 살짝 데쳐 찬물에 식힌다. 3. 쇠고기는 곱게 다져서 준비한 후 기본 양념을 하여 준비한다. 4. 프라이팬에 참기름을 두르고 쇠고기, 마늘을 볶다가 고추장 2큰술, 고춧가루 1/2작은술, 설탕 1큰술, 간장 1/2큰술, 후춧가루 약간, 깨소금 약간, 물 1/2컵을 넣고 소스를 만든다. 5. ①의 살짝 불린 떡과 브로콜리를 꼬치에 끼워 ④의 양념한 소스를 발라가며 타지 않게 구워낸다. 6. 마지막에 깨소금을 뿌려준다.","브로콜리, 마늘, 고추장, 고춧가루, 설탕, 간장, 후춧가루, 깨소금, 물, 참기름"
어묵닭고기조림,http://www.lampcook.com/food/food_fusion_view.php?idx_no=370,"오이(1/4개), 소금(약간), 녹말(약간), 후춧가루(약간), 간장(2큰술), 청주(1큰술), 물(1컵)","1. 어묵은 가운데 1/3 정도를 파낸다. 2. 닭고기 안심은 곱게 다져 소금, 후춧가루를 넣는다. 3. 말린 표고버섯은 미지근한 물에 불려 기둥을 떼어내고 가늘게 채썬다. 4. 오이는 돌려 깎아 채썬 뒤 소금에 살짝 절이고 물기를 짠다. 5. 닭고기살에 표고버섯, 오이를 넣는다. 6. 어묵 가운데 녹말가루를 뿌리고 ⑤를 채운다.","오이, 소금, 녹말, 후춧가루, 간장, 청주, 물"
얼갈이열무물김치,http://www.lampcook.com/food/food_fusion_view.php?idx_no=99,"청고추(25g), 홍고추(25g), 쪽파(15g), 양파(70g), 미나리(70g), 굵은소금(10g), 물(7컵), 꽃소금(20~25g), 설탕(15g), 물(1컵), 밀가루(2큰술), 마늘(30g), 생강(10g), 정종(1큰술)","1. 얼갈이와 열무는 씻은 후 5cm 정도로 잘라 소금에 20~30분 정도 절여둔다. 2. 미나리, 쪽파는 5cm 정도로 자른다. 3. 홍고추, 청고추는 2.5cm 정도로 자른다. 4. 쌀가루는 물 1컵에 밀가루 2큰술 정도의 농도로 죽을 쑤어놓는다. 5. 생수나 끓여 식힌 물에 소금을 넣어 소금물(물50 :소금1)을 만든 다음 삶아서 채에 내려놓은 감자와 찹쌀가루 죽을 넣는다. 6. 마늘, 생강, 무우, 양파, 배는 믹서해서 소창에 짜 소금물에 넣어준다.","청고추, 홍고추, 쪽파, 양파, 미나리, 굵은소금, 물, 꽃소금, 설탕, 물, 밀가루, 마늘, 생강, 정종"
계란말이주먹밥,http://www.lampcook.com/food/food_fusion_view.php?idx_no=344,"말린 표고버섯(2개), 당근(30g), 미나리(10줄기), 소금(약간), 식용유(약간), 오이(1/2개), 다시마(1조각), 식초(1큰술), 설탕(1큰술), 소금(1/2작은술)","1. 다시마는 마른 행주로 닦은 후 냄비 바닥에 깔아 쌀을 넣어 고슬하게 밥을 짓고, 다시마를 빼낸 후 분량의 배합초를 넣어 버무려 식힌다. 2. 볼에 계란을 풀고 소금간을 한 뒤 프라이팬에 식용유를 두르고 계란 지단을 부친다. 3. 지단이 식으면 가로 x 세로가 20cm x 20cm 정도가 되도록 자른다. 4. 표고버섯을 불린 다음 얇게 채썰고, 오이는 돌려깎기한 후 껍질 부분만 채를 썰고, 당근은 곱게 채썰어 각각 볶은 후 소금으로 간을 한다. 5. 미나리는 잎을 떼고 끓는 소금물에 데친다. 6. 계란 지단 위에 밥을 펴고 볶아 둔 표고버섯, 오이, 당근을 올리고 김밥 말듯이 말아준 후 데친 미나리로 한입 크기 마다 묶어서 썬다.","말린 표고버섯, 당근, 미나리, 소금, 식용유, 오이, 다시마, 식초, 설탕, 소금"
국수전골,http://www.lampcook.com/food/food_fusion_view.php?idx_no=461,"배추(100g), 애호박(1/2개), 느타리버섯(100g), 양파(1개), 대파(2뿌리), 식용유(약간), 물(8컵), 소금(약간), 고춧가루(2큰술), 진간장(2큰술), 다진마늘(1큰술), 후춧가루(조금씩)","1. 배추는 연한 잎으로 준비하여 큰 것은 반으로 갈라놓는다. 2. 애호박은 0.3cm 두께로 반달썰고 양파는 채썰며 대파는 어슷썬다. 3. 느타리버섯은 찬물에 흔들어 씻어 반으로 찢은 다음 물기를 빼둔다. 4. 쇠고기는 양지를 덩어리째 준비하여 물 4컵을 부어 푹 삶은 다음 얇게 썰어 국물은 기름을 걷어내고 육수로 쓴다. 5. 국수는 냄비에 물을 반쯤 부어 소금을 넣고 삶는다. 국수가 끓어오르면 찬물 1컵을 붓고 다시 끓으면 찬물에 헹군 뒤 체에 건져 물기를 뺀다. 6. 고춧가루에 진간장, 다진 마늘, 후춧가루를 분량대로 넣고 고루 섞은 다음 기름 두른 프라이팬에 넣고 살짝 볶는다.","배추, 애호박, 느타리버섯, 양파, 대파, 식용유, 물, 소금, 고춧가루, 진간장, 다진마늘, 후춧가루"
북어해장국밥,http://www.lampcook.com/food/food_fusion_view.php?idx_no=119,"홍고추(1/2개), 멸치다시물(2컵), 다진마늘(약간), 다진파(약간), 국간장(약간), 소금(약간), 후춧가루(약간)","1. 북어는 껍질이 없는 것으로 준비한다. 2. 물에 적셔서 부드럽게 불린 뒤 물기를 꼭 짠다. 3. 불린 북어를 길이 3~4cm 정도가 되도록 손으로 찢어 북어 양념을 한다. 4. 냄비에 멸치 다시마 육수로 국물을 우려낸 다음 끓기 시작하면 북어와 깨끗이 씻은 콩나물을 넣어 한소끔 끓인다. 5. ④가 충분이 끓어 시원한 국물이 우러나오면 다진 마늘, 송송 썬 고추를 넣고 간을 맞춘다. 6. 그릇에 밥을 담고 ⑤를 부어 먹음직스럽게 담아낸다.","홍고추, 멸치다시물, 다진마늘, 다진파, 국간장, 소금, 후춧가루"
녹차수제비,http://www.lampcook.com/food/food_fusion_view.php?idx_no=326,"감자(1/2개), 호박(1/2개), 소금(1작은술), 육수(6컵), 간장(2큰술), 고춧가루(1큰술), 깨소금(1큰술), 참기름(1/2큰술), 다진홍고추(1개), 다진풋고추(1개), 다진마늘(1/2큰술), 다진파(1큰술), 후춧가루(1/4작은술)","1. 밀가루와 녹차 분말을 섞어(사진1) 체에 내린다. 2. ①에 소금을 넣어 잘 섞은 후 물을 조금씩 넣으며 반죽한 뒤(사진2) 비닐에 넣어 실온에 30분간 둔다. 3. 호박은 반달썰기 하고 감자는 호박과 같은 크기로 썬다. 4. 분량의 양념장을 만든다. 5. 냄비에 육수를 6컵 붓고 감자, 소금을 넣어 끓어오르면 수제비 반죽을 떼어 넣는다. 6. 다시 끓어오르면 호박을 넣는다.","감자, 호박, 소금, 육수, 간장, 고춧가루, 깨소금, 참기름, 다진홍고추, 다진풋고추, 다진마늘, 다진파, 후춧가루"
감자탕,http://www.lampcook.com/food/food_fusion_view.php?idx_no=467,"대파(2뿌리), 물(6컵), 마늘(4쪽), 생강(1쪽), 간장(1큰술), 고춧가루(1큰술), 술(1/2큰술), 소금(조금), 후춧가루(조금), 청정원맛선생(약간)","1. 돼지등뼈는 큼직하게 토막내 하룻 밤 정도 찬물에 담갔다가 핏물이 빠지면 건진다. 2. 냄비에 물을 넉넉히 붓고 돼지등뼈를 넣어 끓이다가 도중에 물을 한 번 따라버리고 다시 물을 부어 끓인다. 3. 감자는 껍질을 벗긴 뒤 2등분하여 냉수에 담갔다가 건져 물기를 빼놓는다. 4. 굵은 파는 길이대로 길게 자르고 마늘, 생강은 곱게 다진다. 5. 냄비에 물을 넉넉히 붓고 손질해 놓은 감자를 넣어 삶는다. 너무 푹 익지 않았을 때 체에 밭쳐 건져낸다. 6. 청정원 맛선생을 비롯한 분량의 양념장을 넣어 양념을 준비한다.","대파, 물, 마늘, 생강, 간장, 고춧가루, 술, 소금, 후춧가루, 청정원맛선생"
호박죽,http://www.lampcook.com/food/food_fusion_view.php?idx_no=532,"팥(1컵), 물(10컵), 설탕(약간), 소금(약간)","1. 청동호박은 반을 갈라 씨를 빼고 껍질을 벗긴다. 2. 찹쌀은 깨끗이 씻어 불렸다가 가루로 빻는다. 3. 팥은 씻어 일어 물을 넣고 한소끔 끓으면 첫물은 버리고 다시 물을 부어 푹 끓인다. 4. 호박은 1cm 두께로 썰어 냄비에 담고 물과 설탕을 넣어 푹 끓인다. 5. 호박이 푹 무르면 찹쌀가루를 물에 풀어 넣고 팥도 함께 넣어 끓인다. 6. 다 끓으면 설탕, 소금으로 간한다.","팥, 물, 설탕, 소금"
