English Name,Korean Name,Link,Ingredients with Quantity,Ingredients without Quantity,Making Steps
Oxtail soup,°õÅÁ,http://www.lampcook.com/food/food_fusion_view.php?idx_no=457,"Leek (2 roots), garlic (pages 8), noodles (100g), soy sauce (4 tablespoons), salt (slightly), pepper (slight), chopped garlic (1 tablespoon) 4 tablespoons), sesame oil (slightly)","Leek, garlic, noodles, soy sauce, salt, pepper, chopped garlic, soy sauce, sesame oil","1. Rinse the sheep in the flowing water and rinse it in a large bowl, wash it with salt, wash it with salt, and rinse it again. 2. The radish is made large. Cut 12 roots of leek and slice the remaining 12 springs long and large. Garlic is prepared whole. 3. Put the amount of trimmed amount in the pot, pour enough water, add long sliced green onions and whole garlic, and boil the lid to cook. If the amount is cooked for about 20 minutes, put your hair and boil it for a while. 4. When the sheep and sunny hair is cooked, add the radish and boil it until it is cooked. 5. Save ripe meat and radish. Slice the radish and sunny hair flat and cut the sheep diagonally. 6. Make seasoning with quantity of seasoning materials. Put the sheep and sunny head together in the bowl and season it. Radish is broken, so seasoned it separately."
Tricolor,»ï»ö¼öÁ¦ºñ,http://www.lampcook.com/food/food_fusion_view.php?idx_no=274,"Kim (2), potatoes (1), pumpkin (100g), onions (1/2), leek (1/2 root), anchovy (30g), kelp (1 chapter), chopped garlic (1 tablespoon) , Salt (slightly), soy sauce (slight), Chungjeongwon flavored teacher (slightly)","Kim, Potato, Pumpkin, onion, Leek, anchovies, kelp, chopped garlic, salt, soy sauce","1. Put water and salt in the flour and add spinach juice, carrot juice, and knead them well. 2. Cut the pumpkin flatly and cut the potatoes into a good size to peel off the shell. Slice the leeks loudly, and the onions are cut and cut. 3. Put anchovies and kelp and boil it, and if the broth comes up, filter it clearly. 4. Put potatoes, pumpkin and onions in soup, boil it, and then float the dough thinly and boil it. If you boil it, you can add the liver with the tasting teacher, soy sauce, chopped garlic, and green onions."
Spy,ÀçÃ¸±¹,http://www.lampcook.com/food/food_fusion_view.php?idx_no=511,"Leek (20g), water (4 cups), salt (slight)","Leek, water, salt","1. Soak it in a blind man for a day, rub it, and wash it clean and place it in the column. 2. Pour 4 cups of water in a pot and add a spy to boil your mouth. 3. When the broth boils, chop the leek into 4cm long, season it with salt, boil it for a while and get off."
Yeolmu kimchi,¿­¹«±èÄ¡,http://www.lampcook.com/food/food_fusion_view.php?idx_no=475,"Sales (50g), blue pepper (3), red pepper (13 pieces), water (18 cups), flour (2 tablespoons), salt (1/2 cup), garlic (10 pages), ginger (1 p. 1)","Sales, blue pepper, red pepper, water, flour, salt, garlic, ginger","1. Rinse the radish and radish in running water and trim it and cut it into 4  5cm length. Put the heat and fresh cabbage in a large bowl and sprinkle with salt for an hour. 2. Slice the singer into 4cm long, slice the red pepper, and shake off the seeds. 3. Pour 10 cups of water in a pot and add 2 tablespoons of flour to put the grass from medium heat. 4. Red peppers are called in half, cut them in half or slice them loses, put them in a minute, and change them finely with bats. 5. Pour the amount of water into the cooled flour pool and add finely red peppers, chopped garlic, ginger and pepper. 6. After preparing the broth, if it is fresh, go to salt."
Squid,¿ÀÂ¡¾îºÒ°í±â,http://www.lampcook.com/food/food_fusion_view.php?idx_no=492,"Gochujang (2 tablespoons), chopped waves (2 tablespoons), minced garlic (1 tablespoon), water syrup (1 tablespoon), ginger juice (1/2 tablespoon), sesame oil (1/2 tablespoon), soy sauce (1 tablespoon) 1 tablespoon), red pepper powder (1/2 tablespoon), sesame salt (1 teaspoon)","Gochujang, chopped green onions, chopped garlic, starch syrup, ginger, sesame oil, soy sauce, sugar, red pepper powder, sesame salt","1. Squid removes the intestines, peels up, and then cuts the vertical vertical lines. 2. Mix all the ingredients and put it in a large bowl and mix the trimmed squid for 15 minutes. 3. Put oil in a pan and put squid in red pepper paste sauce and bake upside down from high heat. 4. Roll the roasted squid round and cut it around 1cm so that you can eat it in one bite. 5. When you put it on the top, turn it into the shape of the body and make it look good."
Dongnae Pajeon,µ¿·¡ÆÄÀü,http://www.lampcook.com/food/food_fusion_view.php?idx_no=151,"Eggs (2), beef (100g), oyster (50g), mussels (100g), clam (100g), shrimp (100g), minced garlic (1 tablespoon) Salt (little), pepper powder (slight), sesame salt (slight), sesame oil (slight), red pepper powder (slight), vinegar (slight), sugar (slight)","Eggs, beef, oysters, mussels, clam meat, shrimp, chopped garlic, cooking oil, chopped wave, salt, pepper, sesame salt, sesame oil, red pepper powder, vinegar, sugar","1. Call rice enough to grind with powder you can go to a powder or a mixer 2. Solves are trimmed to cut the leaves. 3. Chop the beef finely and chop garlic. 4. Shake the oysters with salt water and drain the water. 5. Remove the mussels and clam meat and wash them thoroughly. 6. Season with garlic, salt, pepper, sesame salt, sesame oil."
Mackerel,°íµî¾îÆ¢±èÄÉÃ¸Á¶¸²,http://www.lampcook.com/food/food_fusion_view.php?idx_no=123,"Bell peppers (1/2), onions (1/2), labels (3 pages), starch (1 tablespoon), ginger (1 tablespoon) (11/2 tablespoons), soy sauce (1/2 tablespoon), garlic (p. 1)","Bell peppers, onions, labia, starch, ginger, tomato ketchup, broth, sugar, soy sauce, garlic","1. Mackerel chooses fresh things, cuts your head, pulls out the intestines, flies into the size, and slics into a good size. 2. Cut onions, redblue peppers. 3. Garlic is finely chopped, and the singer is 5cm long. 4. Mackered mackerel, pepper, and ginger juice, which are sliced in a good size, to remove the fishy taste 10 minutes. It is grabbed. 6. Put cooking oil in a pan and fry onions and bell peppers."
Spinach,½Ã±ÝÄ¡¹è¹ÌÀ½Á×,http://www.lampcook.com/food/food_fusion_view.php?idx_no=37,#VALUE!,#VALUE!,"1. The called non -glutinous rice and glutinous rice are drained from the sieve, and the rice grain size goes in a mixer. 2. Spinach is washed with only the leaves, boiled in boiling water, rinsed in cold water, squeezes the water and choppes it. 4. Put rice flour and beef broth in a pot and stir in a strong fire. 5. When the smell boils, reduce the fire weakly, add the ingredients of ¨è and ¨é and boil until the rice grain is completely spread."
Saury,²ÇÄ¡±¸ÀÌ,http://www.lampcook.com/food/food_fusion_view.php?idx_no=196,"Salt (3 tablespoons), wasabi (a little), lemon (1/8 pieces), soy sauce (1 tablespoon)","Salt, wasabi, lemon, soy sauce","1. Sleeps do not cut their heads or tails, but separate the stomach to remove the intestines. 2. Salt the saury once washed in water. 3. Show to the saury pickled with salt. 4. Place foil on the preheated grille and bake saury. 5. Make a sauce with soy sauce, gan and sabi and lemon."
Squid,¿ÀÂ¡¾îÁ£°¥,http://www.lampcook.com/food/food_fusion_view.php?idx_no=195,"Salt (3 tablespoons), red pepper powder (2 tablespoons), chopped garlic (1/2 tablespoon)","Salt, red pepper powder, chopped garlic, chopped ginger, chopped wave","1. Squid is black and transparent, wash it with brine, rinse it with running water to drain the water. 2. Cut the torso and legs of the squid and sprinkle 4 tablespoons of salt for 8 hours. 3. Cut cut squid into 0.5cm thick. 4. Mix 12 tablespoon of salt, 1 tablespoon of minced wave, 12 tablespoon of chopped garlic, 14 tablespoon of chopped ginger, and 2 tablespoons of red pepper powder to make a sauce. 5. Put the squid vegetables in the prepared sauce and put it in a jar and cut it in a cool place for about a week."
Ecosystem,»ýÅÂ±¹,http://www.lampcook.com/food/food_fusion_view.php?idx_no=515,"Buttercups (50g), bean sprouts (50g), radish (1/4), red peppers (1), rice water (10 cups), garlic (2 pages), salt (slight), pepper (slight)","Buttercups, bean sprouts, radish, red pepper, rice water, garlic, salt, pepper","1. Rinse the ecology, remove the internal organs, scratch the scales, and then wash it again with a 5cm length and sprinkle with salt. 2. Remove the bean sprouts and cut the radish 0.5cm thick. Red peppers are sliced like a slice of seeds and the buttercups are cut into 4cm long. 3. Lastly, take the washed rice water, pour it in a pot, boil it in a high heat, and add trimmed ecology. 4. When the soup boils and the ecology is cooked, add radish and bean sprouts and cover the lid. 5. When it is almost boiled, add red peppers, chopped garlic, and buttercups, season with salt and pepper, and then boil more."
Spinach,½Ã±ÝÄ¡µé±ú¼öÁ¦ºñ,http://www.lampcook.com/food/food_fusion_view.php?idx_no=29,"Broth (1 pieces), broth for kelp (5*5cm 3 pieces), broth Yongki (15), broth leek (1/2), broth water (6 cups)","Broth for broth, soup for kelp, broth anchovy, broth leek, broth water","1. Wash the trimmed spinach and put it in a blender with half a cup of water and grind finely. 2. Pour the finely split spinach and pour it on the flour and glutinous rice flour. 3. Wrap the finished dough in a plastic and put it in the refrigerator to ripen. 4. Make the broth while ripening the sujebi dough. Add water and broth in the pot and boil for 10 minutes. 5. Spread the dough with boiling broth water and boil it slightly and boil it. 6. Finally, add perilla powder and boil for 10 minutes and season it with salt."
Steamed,¼è°í±â¿ÏÀÚÂò,http://www.lampcook.com/food/food_fusion_view.php?idx_no=363,"Radish (200g), carrots (200g), chestnut (10 tall), salt (1/2 teaspoon), pepper powder (1/4 teaspoon), sesame salt (1/4 teaspoon), sesame oil (1/2 teaspoon) ), Water (3 cups), soy sauce (3 tablespoons), sugar (1 and 1/2 tablespoon), chopped waves (1 tablespoon), chopped garlic (1/2 tablespoon), sesame salt (1/2 tablespoon), sesame oil 1 small liquor)","Mu, carrots, chestnuts, salt, pepper, sesame salt, sesame oil, water, soy sauce","1. Squeeze the tofu and crush it finely and mix it with chopped grilled meat. 2. Season with salt, pepper, sesame salt and sesame oil. 3. ¨è ¨è and make a 3cm diameter of the size. 4. Square the night in the water, soak it in water, and sliced radish and carrots into the size of the night and boil it in boiling water. 5. Mix the amount of ingredients to make a sauce. 6. Put the sauce in the pot and boil it."
Mushroom,¹ö¼¸ÀâÃ¤,http://www.lampcook.com/food/food_fusion_view.php?idx_no=68,"Cooking oil (2 tablespoons), blue peppers (1/2), red blood peppers (1/2), soy sauce (1 tablespoon), sugar (1/2 teaspoon), chopped garlic (1/2 teaspoon), sesame oil (1/2 teaspoon), salt (slightly), pepper (slightly)","Cooking oil, blue peppers, red peppers, soy sauce, sugar, minced garlic, sesame oil, salt, pepper","1. Put the beef finely, and chop the peppers and red peppers to prepare. 2. Season the seasoned beef with the amount of ingredients. 3. Tear oyster mushrooms to eat, slice shiitake mushrooms, and wash the mushrooms and wash them in flowing water. 4. Put cooking oil in a pan and fry beef. 5. Put oyster mushrooms, shiitake mushrooms, and enoki mushrooms in roasted beef and fry. 6. Put the blue peppers and red peppers of ¨ç in the ingredients of ¨ë and finish with salt and pepper at the end."
Deokdeokguri,´õ´ö±¸ÀÌ,http://www.lampcook.com/food/food_fusion_view.php?idx_no=438,"Water (2 tablespoons), sesame salt (1 teaspoon), soy sauce (1 tablespoon), sesame oil (1 teaspoon), red pepper paste (2 tablespoons), sugar (1 tablespoon), red pepper powder (1/2 tablespoon) Light), chopped garlic (1 teaspoon), sugar (1 tablespoon)","Water, sesame salt, soy sauce, sesame oil, red pepper paste, sugar, red pepper powder, chopped garlic, chopped garlic, sugar","1. Peel the deodeok and split it into a suitable length and tap with a wheat or a knife. 2. Soak the trimmed deodeok in the water, remove the flavor of the arin, wipe it off, and add sesame oil and soy sauce. 3. Add 2 tablespoons of red pepper paste and mix them evenly. 4. Raise the deode of ¨è on the grilled grill and bake it slightly without burning. 5. Apply sauce and bake again."
Feast noodles,ÀÜÄ¡±¹¼ö,http://www.lampcook.com/food/food_fusion_view.php?idx_no=246,"[Anchovy Jangguk] Kukkuk (5), Pumpkin (25g), Carrot (25g), Egg (1), Salt (Slight), Pepper (A little) Bulgogi Seasoning] Soy sauce (1/2 teaspoon), sugar (1/2 teaspoon), sesame oil (1/2 teaspoon), soy sauce (4 tablespoons), red pepper powder (2 tablespoons) (1 teaspoon)","[Anchovy jangguk] Kukkukchi, pumpkin, carrot, eggs, salt, pepper powder, soy sauce, sesame salt, [bulgogi seasoning] soy sauce, sugar, sesame oil, soy sauce, red pepper powder, chopped wave, sesame oil","1. Put anchovies in cold water and boil to make anchovy soup. 2. Sleep the beef with bulgogi seasoning and fry in a pan without broth. 3. Slice the pumpkin and carrots, fry the salt and fry the eggs. 4. Mix the amount of seasoning ingredients to make a spicy sauce. 5. Boil your noodles in water, rinse in cold water, and then keep it for 1 serving. 6. In the noodles, the noodles contain the noodles, pour the anchovy jangguk, and evenly put the garnish prepared and served with the sauce."
Leek,ºÎÃßºÎÄ§°³,http://www.lampcook.com/food/food_fusion_view.php?idx_no=226,"Eggs (2), water (1 cup), cooking oil (appropriate amount)","Egg, water, cooking oil","1. Trim the leek and wash well and slice it into 3  4cm length. 2. Remove the half of the green pepper and slice it diagonally. 3. Squids are removed, peeled off and cut into 4cm long. 4. Put flour, glutinous rice flour, egg, and water in a concave ball. 5. Mix leek, pepper and squid with the prepared flour dough. 6. Put the dough in a greasy pan and add one by one."
Taran Gomtang,Åä¶õ°õÅÁ,http://www.lampcook.com/food/food_fusion_view.php?idx_no=384,"Kelp (15cm), leek (1/2 root), soy sauce (1 tablespoon), chopped garlic (1 tablespoon), pepper powder (slight), sesame oil (slight), salt (slight)","Kelp, leek, soy sauce, chopped garlic, pepper, sesame oil, salt","1. Peel the taro and divide the large ones 2-4. Put a little salt in the rice water and boil it. 2. Put the beef in boiling water, boil it, and then boil it with kelp and radish. 3. When the broth is somewhat, the dried pile is saved, beef, radish is cut into 0.5cm thick and seasoned with chopped garlic, pepper, and sesame oil. 4. Boil the broth again and add seasoned beef and radish. 5. Put taro and kelp in ¨ê, soak it with soy sauce, and boil it for a while. 6. Put the sliced green onion at the end."
Seafood,ÇØ¹°±¹½Ã,http://www.lampcook.com/food/food_fusion_view.php?idx_no=193,"Pumpkin (15g), potatoes (15g), leek (5g), red pepper (5g), kelp (10g), soy sauce (2 tablespoons), salt (slight), sesame oil (slight)","Pumpkin, potatoes, green onions, blue pepper, kelp, soy sauce, salt, sesame oil","1. Soak the kelp in cold water for about an hour, then put it on the fire and boil it slightly. The mussels are cleaned. 3. Slice the pumpkin half and chop the potatoes. 4. Cut green onions, red peppers, and pepper. 5. Put the broth of ¨ç as soy sauce and salt, add seafood and vegetables of ¨è and boil it for a while. 6. Boil it for a while, then float the leek and mugwort at the end."
Squid,¿ÀÂ¡¾î¼÷È¸,http://www.lampcook.com/food/food_fusion_view.php?idx_no=316,"Gochujang (2 tablespoons), vinegar (2 tablespoons), sugar (1 tablespoon), sesame salt (slight)","Gochujang, vinegar, sugar, sesame salt","1. Squid removes the legs, peeled it, and then sheaths and boiled in boiling water. 2. Make a red pepper paste. 3. Put the boiled squid and the red pepper paste."
Five grain rice,¿À°î¹ä,http://www.lampcook.com/food/food_fusion_view.php?idx_no=536,"Sorghum (1 cup), tea (1 cup), beans (1/2 cup), red beans (1/2 cup), salt (slight)","Sorghum, sugar, beans, red beans, salt","1. Wash the glutinous rice and non -glutinous rice. 2. Wash the order clean until the red water does not come out. 3. The soybeans are called and stood up, the red beans are boiled, saved, and the boiled water is accepted. 4. Wash the first and do it well. 5. Mix all the ingredients without the tea and sit in the rice cooker and pour rice containing salt about 13 teaspoon in red beans. 6. When the rice begins to boil, put the drums evenly."
Prunning and pumpkin leaf ssambap,°¡Áö¹«Ä§°ú È£¹ÚÀÙ½Ó¹ä,http://www.lampcook.com/food/food_fusion_view.php?idx_no=18,"Ssamjang (1T), soy sauce (2T), green peppers (1), chopped garlic (1T), onions (2), onions (a little), sesame (little), salt (slight)","Ssamjang, soy sauce, green pepper, chopped garlic, chives, onions, sesame seeds, salt","1. Clean the prepared vegetables. 2. Slice the branches round and bake in a frying pan. 3. Put green peppers, chives, and onions. 5. Sprinkle with seasoned soy sauce and mix it on a plate. 6. Pumpkin leaves are broken and peeled and washed well in flowing water. 7. Put water in the steamer and put pumpkin leaves on the pedestal for 7-8 minutes. 8. Spread the pumpkin leaves well, add rice or seasoned soy sauce."
Roasted ribs,°ñ¹ðÀÌººÀ½,http://www.lampcook.com/food/food_fusion_view.php?idx_no=145,"Shiitake mushrooms (2), onions (1), blue peppers (1/4), red blood peppers (1/4), starch (2 tablespoons), garlic (2 pages), leek (slight), soy sauce ( 1 tablespoon), sesame salt (slight), sesame oil (slight), sugar (slight)","Shiitake mushrooms, onions, blue peppers, red peppers, starch, garlic, leek, soy sauce, sesame salt, sesame oil, sugar","1. Canned the canned ribs slightly in boiling water and prepare neatly. 2. When the ribs cool, slice it thinly. 3. Shiitake mushrooms, red blood peppers, blue peppers, and onions are thinly sliced and chopped with garlic. 4. Put oil in a pan, fry shiitake mushrooms and onions together, and add blue peppers and red peppers and fry together. 5. When the vegetables of ¨ê are fried, pour 14 cup of water and boil and season with soy sauce. 6. Put the boiled ribs, chopped green onions, chopped garlic, pepper, sesame salt, sesame oil, and put the starch water a little bit."
Green tea,³ìÂ÷Äá±¹¼ö,http://www.lampcook.com/food/food_fusion_view.php?idx_no=82,"Cucumber (1), cherry tomatoes (2), broth (3 cups), salt (slight)","Cucumber, cherry tomatoes, broth, salt","1. Pour five times the water and soak for about half a day, so if the beans are completely blown, the water is poured into the pot and boiled without covering it. 2. When the beans start to boil, boil it for 5 minutes, rinse it in cold water several times, rub it with both hands, peel it and remove the beans. 3. Put boiled beans in the mixer, pour water, and then squeeze it in the sieve, filter it in the sieve, and keep it in the refrigerator. 4. Cut cucumbers to 5cm long, cut the shells, cut thinly, and cut the cherry tomatoes in half. 5. Add some salt to boiling water and boil green tea noodles. 6. Put boiled green tea noodles in cold noodles containers, pour bean soup mixed with broth and soybean soup in a 1 1 ratio, and then put cucumbers and cherry tomatoes."
Fragmentation,ÀýÆí,http://www.lampcook.com/food/food_fusion_view.php?idx_no=368,"Mugwort (20g), salt (2 tablespoons), sesame oil (slight)","Mugwort, salt, sesame oil","1. Wash the non -glutinous rice for 6 hours, and then take it, put it in salt, grind it with powder, and hit it finely. 2. Sprinkle water on non -glutinous rice flour, mix it, steam it in a steamer or shiru and steam it. 3. Divide the boiled rice cake into two and hit the half until it is in the mortar, and the rest is mixed with the boiled mugwort and pounded until the mugwort color is evenly lit. 4. Place the rice cake of ¨é on a large cutting board, apply sesame oil, remove it in a certain size, make a round shape, press it with rice cake, and then apply sesame oil to finish."
Beetle,¼è°í±â»êÀû,http://www.lampcook.com/food/food_fusion_view.php?idx_no=509,"The sunshine wall is soy sauce (1 tablespoon), garlic (slightly), pepper powder (slight), skewers (8), sesame oil (slight), sesame salt (slight), sugar (1 tablespoon), honey (1 tablespoon), chopped wave (2) Light), chopped garlic (3 tablespoons), pear juice (3 tablespoons), ginger juice (1 tablespoon)","Sunshine walls are soy sauce, garlic, pepper, skewers, sesame oil, sesame salt, sugar, honey, minced wave, minced garlic, pear juice","1. The beef floats thickly into the enemy and taps and puts a glass sheath in front and back. 2. Mix the amount of ingredients and add meat and put it for 30 minutes. 3. Boil the oyster mushrooms in boiling water and squeeze the water. 4. Cut the silay into 6cm long and owel the mushrooms. 5. Sunshine is soy sauce, green onions, garlic, sesame oil, and pepper. 6. Put beef, yarn and oyster mushrooms in the skewers in order, and finally sew beef once more."
Pork belly,»ï°ã»ìÃ¤¼Ò¸»ÀÌ,http://www.lampcook.com/food/food_fusion_view.php?idx_no=389,"Glutinous rice flour (3 tablespoons), cooking oil (slightly), skewers (), salt (¨ù teaspoon), ginger juice (2 teaspoon), pepper (slight)","Glutinous rice flour, cooking oil, skewers, salt, ginger juice, pepper","1. Slice the pork belly into 8cm long and tap with a knife. 2. Salt, ginger juice, pepper in ¨ç, but at this time, the meat thickness is about 0.2cm. The thinner the meat is thinner, the better. 3. Split red peppers in half, remove the seeds and slice them into 8cm long. 4. Wash it clean and prepare. 5. Field the glutinous rice flour in sieve, and the meat of ¨è is buried on both sides. 6. Put red peppers and radish in ¨ë and roll it up and fix it with skewers. If the meat is thin, you dont have to have skewers."
Clam,¹ÙÁö¶ôÄ®±¹¼ö,http://www.lampcook.com/food/food_fusion_view.php?idx_no=216,"Onion (1), chopped garlic (1 tablespoon), taste (1 tablespoon), office (2 tablespoons), salt (slight), pepper powder (slight)","Onion, chopped garlic, sake, sake, chief, salt, pepper","1. Soak the clams in light salt water and make it feel. 2. Put water in the pot and put the clam to the soup. When the clams open, the clams are removed and the broth is filtered out. 3. Season with the head of the clam soup of ¨è with the commander, taste, and salt. 4. Slice the onions and cut the zucchini. 5. Put the vegetables of ¨ê in the broth of ¨é and boil the noodles prepared. 6. When the noodles ripen to some extent, boil it with a shellfish and chopped garlic."
Raw oyster,»ý±¼Ã¤¼Ò¹«Ä§,http://www.lampcook.com/food/food_fusion_view.php?idx_no=122,"4 raw chestnuts (4), cucumbers (half), blue pepper (2), red pepper (2), Sales (30g), pear (slight), garlic (pages 3), parsley (slight), seasoning (see recipe)","Raw chestnuts, cucumbers, red pepper, red pepper, pears, pears, garlic, parsley, seasoning","1. Wash the oysters with salt water. 2. Cut garlic, cucumbers, and belly. Cut red peppers and red pepper themselves to shake off the seeds and cut into 3cm long. 3. Refer to the Tip to make a sauce and mix the oyster and the vegetables prepared. 4. Place the cabbage on the plate, eat oysters, and decorate it with parsley."
Cold rice,Âù¹äÁöÁüÀÌ,http://www.lampcook.com/food/food_fusion_view.php?idx_no=374,"Onion (1/4), carrots (30g), tofu (2 roots), tofu (50g), egg (1), flour powder (slight), cooking oil (slight), salt (slight), pepper (slight)","Onion, carrots, tofu, tofu, egg, flour powder, cooking oil, salt, pepper","1. Chop onions and carrots. 2. Select the singer. 3. Tofu is crushed finely. 4. Mix cold rice, onions, carrots, tofu, tofu, soybean powder and eggs, and seasoned with salt and pepper. 5. Put oil in a frying pan and round it round."
Bulgogi octopus hotpot,ºÒ°í±â³«ÁöÀü°ñ,http://www.lampcook.com/food/food_fusion_view.php?idx_no=290,"Shiitake mushrooms (2), radish (1/4), enoki mushroom (30g), buttercup (3), leek (1 root), red pepper (1) Cup), salt (slightly), minced wave (1 teaspoon), soy sauce (2 tablespoons), chopped garlic (1 teaspoon), sugar (1 tablespoon), sesame salt (slight), sesame oil (slight)","Shiitake mushrooms, radish, enoki mushrooms, buttercups, green onions, red peppers, onions, water","1. Cut the beef thinly for bulgogi and add the amount of beef seasoning ingredients. 2. Cut radish into 4cm long and slice shiitake mushrooms diagonally. Cut the top mushrooms and wash the buttercups. Cut leek and red peppers diagonally and slice onions bold. 3. After removing the octopus and the intestines, sprinkle with thick salt, rub it cleanly so that it foamed, drain the water and cut it into 5cm long. 4. Put the ingredients in the hot pot, pour 3 cups of water to boil and season with salt."
Chicken kalguksu from generation to generation,´ë´ë·Î´ßÄ®±¹¼ö,http://www.lampcook.com/food/food_fusion_view.php?idx_no=78,"Chicken feet (2 pieces), tong waves (1), cucumber (1/4), ginger (appropriate amount), salt (appropriate amount)","Chicken feet, whole waves, cucumbers, ginger, salt","1. Grind the flour 50g finely, combine with the flour, and then wrap it in a wet cotton. 2. Prepare chicken, chicken feet, tong waves, and ginger to prepare chicken broth. 3. Sprinkle the dough of ¨ç thinly while sprinkling flour and cut it finely. 4. Put the dough on the tray with flour. 5. When the chicken of ¨è is ripe, apply the bones and tear the chicken flesh. 6. Mix thick beans with ¨ë chicken meat rather than soybean powder of ¨ç 50g of soybean powder"
Red bean noodles,ÆÏ±¹¼ö,http://www.lampcook.com/food/food_fusion_view.php?idx_no=507,"Water (10 cups), flour powder (4 tablespoons), salt (slight)","Water, flour powder, salt","1. Prepare red beans that are red, wash them thoroughly, stand up without a stone, put them in a pot and pour plenty of water. Boil it for a long time, and when the red beans are completed, they are grinded finely in the mixer and filtered in a sieve. 2. Put a little salt in the amount of flour and flour powder and pour 1 cup of water little by little. When the dough is evenly, put it in a plastic bag and leave it for 30 minutes to make it persistence. 3. When the dough is stated, apply more, apply flour on a flat award and slice it with a bat and cut it to 0.3cm thick. 4. Put the red bean soup filtered in the sieve in a pot and boil it again. When the red bean water boils, add noodles and stir with wooden chopsticks so that they do not stick together. 5. When the red bean broth boils and the noodles come to mind, season it with salt and put it in a bowl."
rice balls,ÁÖ¸Ô¹ä,http://www.lampcook.com/food/food_fusion_view.php?idx_no=404,"Carrot (30g), cooking oil (a little), lettuce (2 chapter 2), parsley (10g), tomato (1), blue pepper (30g), salt (slight), soy sauce (1 tablespoon), sugar (1/2 tablespoon) ), Minced wave (2 teaspoon), chopped garlic (1 teaspoon), sesame oil (1 teaspoon), pepper powder (slight), sesame salt (slight)","Carrot, cooking oil, lettuce, parsley, tomato, blue peppers, salt, soy sauce, sugar, chopped wave, chopped garlic","1. Molded beef is seasoned and fried with cooking oil in a frying pan. 2. The tomatoes are divided into eight equal parts and chopped carrots and bell peppers. 3. Stir carrots and bell peppers with beef, add rice and stir -fry with salt and pepper. 4. 60g of roasted rice in a heart -shaped frame, fill it, and then remove it. 5. Place the lettuce under the lunch box, put the rice in between, and place the tomatoes in the middle and put the parsley in the middle."
Tomato mini new song,Åä¸¶Åä¹Ì´Ï»õ¼ÛÀÌººÀ½,http://www.lampcook.com/food/food_fusion_view.php?idx_no=24,#VALUE!,#VALUE!,"1. Remove the mini new song once in cold water. 2. Cut tomatoes to a good size to eat. 3. Add chopped garlic to a pan with olive oil and cook quickly on medium heat. 4. Learn mini mushrooms and add tomatoes and fry. 5. Turn off the fire and add salt, basil and chives."
Bean sprouts,Äá³ª¹°¹«¹ä,http://www.lampcook.com/food/food_fusion_view.php?idx_no=359,"Water (1 and 1/3 cup), pork (150g), sesame oil (2 tablespoons), greens (150g), soy sauce (6 tablespoons) Light liquor), polygin lush pepper (1 tablespoon)","Water, pork, sesame oil, sesame seeds, soy sauce, chopped green onions, chopped garlic, sesame salt",1. Wash the rice and remove it. 2. Bean sprouts are trimmed and washed. 3. Prepare pork with lean meat and slice it with a 4  5cm length. 4. Wash the radish cleanly and slice it thickly with a length of 0.5cm. 5. Put a little salt in boiling water and boil it in cold water for about an hour to make a bitter taste. Rinse several times and squeeze the water and cut it into 4cm length. 6. Season the pork and fry it in a frying pan.
Oji pickles,¿ÀÀÌÁöÀå¾ÆÂî¹«Ä§,http://www.lampcook.com/food/food_fusion_view.php?idx_no=448,"Red pepper (1), Sales (1 root), sesame salt (1 teaspoon), red pepper paste (1/2 cup), chopped garlic (1 tablespoon), red pepper powder (1/2 tablespoon), sesame oil (1 teaspoon), sugar (1 teaspoon)","Red peppers, sesame salt, red pepper paste, minced garlic, red pepper powder, sesame oil, sugar","1. Cucumbers are well prepared and washed with a good and soft species, and drain. 2. Boil the brine and cool it. Pour the salted salt water in cucumbers and press it with a heavy stone. 3. After about a week, follow the brine, boil it again, cool it, and pour it into cucumbers. 4. After 2 weeks, take out the pickled cucumbers, put it in a colony, and then mix it in red pepper paste and cook it in a jar for 5-6 months. 5. Every time you eat it, take it out little by little, scan the red pepper paste, and cut it. 6. Mix chopped garlic, red pepper powder, sesame oil and sugar to make seasoning."
Mushroom,¹ö¼¸¸¸µÎÀü°ñ,http://www.lampcook.com/food/food_fusion_view.php?idx_no=311,"Kimchi (50g), onions (1), buttercup (50g), leek (1/2 root), broth (4 cups), red pepper powder (2 tablespoons) Garlic (1/2 tablespoon), ginger (slightly)","Kimchi, onion, buttercup, leek, broth, red pepper powder, soy sauce, chopped garlic, ginger","1. The tofu is wrapped in a clean cloth and squeezed it completely and crushed. Boil the host and chop the kimchi, squeeze the inside, squeeze it, and cut it up. Put tofu, host, and kimchi in pork and season with various seasonings. 2. Put dumplings on the dumplings and make it in the shape of Korean dumplings and steam it once in a steamer. 3. Trim vegetables and mushrooms and slice or slice them shortly with the same length. 4. Put red pepper soy sauce, chopped green onions, chopped garlic, ginger, and pepper to make a sauce. 5. Put the mushrooms and vegetables in a hot pot, pour the broth, pour the sauce evenly, and boil it."
