English Name,Korean Name,Link,Ingredients with Quantity,Ingredients without Quantity,Making Steps
Stir-fried garlic scapes,�����к���,https://www.maangchi.com/recipe/maneuljjong-bokkeum,"1 poundgarlic scapes, 3 tablespoons cooking oil, �� cupsoy sauce, 3 tablespoonsrice syrup(orcorn syrup, sugar or honey), 2 teaspoonstoasted sesame oil, 1 teaspoontoasted sesame seeds, a few strips ofshredded red pepper(optional)","cooking oil, garlic scapes, honey, rice syrup, shredded red pepper, soy sauce, sugar, toasted sesame oil, toasted sesame seeds,","Cut off the buds of the garlic scrapes and put them in a bowl. Cut the stems into 2 inch long bite size pieces. Wash and drain the buds and the stems separately., Heat up a skillet with the cooking oil. Stir-fry the buds for 1 minute over medium high heat and then add the stems., Stir for about 8 to 10 minutes until the color of the scapes change from fresh green to olive green and look a little withered. Taste a sample to see if they��re well cooked., Add the soy sauce and lower the heat to medium. Stir for a few minutes. Add the rice syrup and keep stirring for another 3 to 5 minutes until shiny, wrinkly, and well cooked., Remove from the heat and mix with the sesame oil. Transfer it to a serving plate and sprinkle with sesame seeds and silgochu if you use it. Serve as a side dish for rice. It can be stored in the refrigerator up to 1 week."
Spicy braised tofu,�κ�����,https://www.maangchi.com/recipe/dubu-jorim,"1 package oftofu(18 ounces: 510 grams), 3 tablespoons cooking oil, 1 teaspoontoasted sesame oil, 1 teaspoontoasted sesame seeds, 1 clove garlic, minced, �� cup minced onion, 2 green onions, chopped","cooking oil, garlic, green onion, hot pepper flakes, kosher salt, onion, soy sauce, sugar, toasted sesame oil, toasted sesame seeds, tofu, water,","Rinse tofu in cold running water and dry it with cotton or paper towel. Cut it into �� inch thick bite size pieces., Add the cooking oil to a non-stick pan and heat it up over high heat., Gently set the tofu onto the pan and cook for 7 to 8 minutes. Rotate the pan to cook the tofu evenly. When the bottoms get a little crunchy, flip them over one by one with a spatula. Let cook another 7 to 8 minutes until both sides of each tofu piece are a little crispy and golden brown., Transfer the tofu to a plate. Keep the leftover oil., Heat up a small pan over medium high heat and add the leftover oil., Add chopped onion, garlic, and green onion (less 1 tablespoon, to be used for a garnish later). Stir with a wooden spoon for a few minutes until the onion gets a little crispy., Add the sauce and keep stirring until it reduces a bit and thickens., Add tofu and braise for a minute until the tofu absorbs some of the flavor of the sauce. Add some toasted sesame oil and stir., Sprinkle some sesame seeds over top and the rest of the chopped green onion. Serve right away with rice."
Braised baby potatoes,�˰�������,https://www.maangchi.com/recipe/algamja-jorim,"1 pound of baby potatoes (the size of quail eggs), 2 tablespoons vegetable or any cooking oil, 3 tablespoonssoy sauce, 3 tablespoonsrice syrup(or honey, or sugar), 1 garlic clove, minced, 1 teaspoontoasted sesame oil, 1 tablespoontoasted sesame seeds","baby potatoes, garlic, rice syrup, sesame seeds, soy sauce, toasted sesame oil, vegetable oil,","Trim any rotten spots or broken edges from the potatoes. Wash and rinse in cold water to remove any dirt. Strain., Add the cooking oil to a 10 to 12 inch thick skillet, over medium heat. Add the potatoes., Cover and cook for 20 minutes until fully cooked. Shake and move the skillet every 5 minute so that the potatoes cook evenly and don��t burn., Turn down the heat to low and add the soy sauce, rice syrup, and garlic. Stir it all together with a wooden spoon., Turn up the heat to medium. Keep stirring and cooking for another 4 to 5 minutes until the sauce is reduced and the potatoes look shiny and wrinkly., Remove from the heat and mix with the sesame oil. Sprinkle the sesame seeds over top., Transfer to a serving bowl and serve with rice. Refrigerate any leftovers for up to 4 days."
Seasoned dried anchovies,��ġ��ħ,https://www.maangchi.com/recipe/myeolchi-muchim,"�� cup tinydried anchovies, 1 teaspoonKorean hot pepper flakes (gochugaru), 1 teaspoonsoy sauce, 1 teaspoon white or cider vinegar, 1 teaspoonrice syruporcorn syrup, 1 clove garlic, minced, 1 green onion, chopped, 1 tablespoontoasted sesame seeds, 1 tablespoontoasted sesame oil","apple vinegar, cider vinegar, dried anchovies, garlic, green onion, hot pepper flakes, rice syrup, sesame seeds, soy sauce, toasted sesame oil, vinegar,","Combine hot pepper flakes, soy sauce, vinegar, rice syrup, garlic, green onion, sesame seeds, and 2 teaspoons toasted sesame oil in a mixing bowl. Mix well with a spoon., Add the dried anchovies and mix well. Transfer to a serving plate or bowl. Sprinkle some chopped green onion over top and add 1 teaspoon of toasted sesame oil., Serve as a side dish for rice or with beer."
Fried Gochujang,�������,https://www.maangchi.com/recipe/yak-gochujang,"1 cupgochujang (Korean hot pepper paste)buy it in a Korean grocery store ormake your own, �� pound beef: shell steak, tenderloin, or flank steak, cut into �� inch small cubes, 4 teaspoonstoasted sesame oil, �� cup honey, 3 garlic cloves, minced, �� teaspoon ground black pepper, �� cuppine nuts","beef flank, beef tenderloin, garlic, gochujang, ground black pepper, honey, pine nuts, shiitake mushrooms, toasted sesame oil, water,","Heat a skillet over medium high heat. Add garlic and 2 teaspoons toasted sesame oil. Stir with a wooden spoon for 30 seconds. Add the beef and ground black pepper. Keep stirring for about 2 minutes., Lower the heat and add gochujang, honey, and pine nuts. Continue cooking, stirring with the wooden spoon for about 5 minutes until the paste turns a little thick, and shiny., Remove from the heat and mix with 2 teaspoons toasted sesame oil. Let it cool and transfer to a glass jar or an airtight container. Serve it as a side dish for rice or use as dipping sauce for lettuce wrap. You can keep it in the fridge up to 1 month., Drain the mushrooms and squeeze out excess water.  Cut them into �� inch bite sized pieces, and include the stems., Heat a skillet over medium high heat. Add garlic and 2 teaspoons toasted sesame oil. Stir with a wooden spoon for 10 seconds. Add the mushrooms and stir for about 3 to 4 minutes until the mushrooms are soft and cooked. Add 1 or 2 tablespoons water if it gets too dry., Lower the heat and add gochujang, honey, and pine nuts. Continue cooking, stirring with the wooden spoon for about 5 minutes until the paste turns a little thick, and shiny., Remove from the heat and mix with 2 teaspoons toasted sesame oil. Let it cool and transfer to a glass jar or an airtight container. Serve it as a side dish for rice or use as dipping sauce for lettuce wrap. You can keep it in the fridge up to 1 month."
Seasoned dried radish strips,�������̹�ħ,https://www.maangchi.com/recipe/mumallaengi-muchim,"5 ouncesmumallaengi(dried radish strips), about 3�� cups, 1 teaspoon vegetable oil, 3 garlic cloves, minced, 2 green onions, chopped, 2 tablespoonsfish sauce, 3 tablespoonsKorean hot pepper flakes (gochugaru), 3 tablespoonsrice syrup, 2 teaspoonstoasted sesame seeds","dried radish strips, fish sauce, garlic, green onion, hot pepper flakes, rice syrup, sesame seeds, vegetable oil,","Wash and drain themumallaengiin cold water  a couple of times. Soak it in cold water for 7-8 minutes., Strain and squeeze out excess water., Heat up a pan over medium high heat and saut? themumalaengiwith 1 teaspoon vegetable oil for 1 minute. Remove from the heat. Set aside., Combine garlic, green onion, fish sauce, hot pepper flakes, rice syrup in a mixing bowl and mix it well with a spoon., Add themumalaengiand mix it well by hand. You can wear a disposable cooking glove to prevent your hand from sore, Sprinkle with sesame seeds. Transfer some to a serving plate and serve as a side dish with rice. The leftovers can be stored in the fridge up to 1 month."
Spicy bellflower root side dish,��������ħ,https://www.maangchi.com/recipe/doraji-muchim,"3 ounces ofdried bellflower roots(about 85 grams), �� cuphot pepper paste, 3 Tablespoons ofKorean hot pepper flakes (gochugaru), 1 Tablespoon ofsoy sauce, 2 Tablespoons ofrice syruporcorn syrup, 1 Tablespoon of sugar, �� teaspoon ofkosher salt, 3 Tablespoons of white orapple vinegar, 2 stalks of green onions, chopped, 2 garlic cloves, minced, 1 teaspoon oftoasted sesame seeds, 2 teaspoons oftoasted sesame oil","apple vinegar, corn syrup, dried bellflower root, garlic, gochujang, kosher salt, rice syrup, sesame seeds, soy sauce, sugar, toasted sesame oil, vinegar,","Soak dried bellflower roots in cold water overnight (for 8 to 12 hours) until the roots are soft., Drain and scrub with about 1 Tablespoon of coarse salt to remove the bitterness. Rinse and drain., Combine the hot pepper paste, hot pepper flakes, soy sauce, rice syrup, sugar, kosher salt, vinegar, garlic, green onion, and toasted sesame oil in a mixing bowl., Add the dried bellflower roots to the paste and mix it all together by hand., Sprinkle with sesame seeds and transfer it to a serving plate. Serve with rice, and the leftovers can be stored in the fridge for 3-4 weeks."
Steamed shishito peppers,�ʸ�������,https://www.maangchi.com/recipe/kkwarigochu-jjim,"1 poundshishito peppers(kkwari-gochu in Korean), stems removed, �� cup flour (or rice flour,glutinous rice flour), 1 tablespoon vegetable oil, 1 small onion, sliced (about 1/2 cup), 4 garlic cloves, minced, 8 largedried anchovies, split with the heads, guts, and fishbones removed, �� cupsoy sauce, �� cup water, 1 to 2 tablespoonsgochu-garu (Korean hot pepper flakes), optional, 1 tablespoontoasted sesame oil, 1 tablespoontoasted sesame seeds","dried anchovies, flour, garlic, hot pepper flakes, onion, rice flour, shishito peppers, soy sauce, toasted sesame oil, toasted sesame seeds, vegetable oil, water,","Wash the peppers in cold water a couple of times. Drain and put them into a bowl. If the peppers are too long, tear them into halves., Mix them with the flour with both hands., Bring 2 cups of water in a steamer to a boil. Add the peppers and the leftover flour.  Steam for 7 minutes over medium high heat., Open, remove from the heat., Combine the soy sauce, water, and hot pepper flakes in a small bowl. Mix it well with a spoon., Heat a thick skillet over medium high heat. Add the vegetable oil, garlic, anchovies, and stir them with a wooden spoon for 1 to 2 minutes, until the garlic is fragrant and the anchovies turn crunchy., Stir in onion and the sauce. Cover and turn down the heat to low and simmer for 2 to 3 minutes so that the broth turns savory., Add the steamed peppers and turn up the heat to medium high. Mix altogether with the wooden spoon for about 2 minutes until most of the broth is evaporated and the peppers are evenly coated with the sauce., Remove from the heat. Stir in the sesame oil and sprinkle with the sesame seeds., Transfer to a plate and serve. Serve as a side dish for rice. The leftover can be kept in the fridge up to 1 week."
Radish salad,����ä,https://www.maangchi.com/recipe/musaengchae,,"apple vinegar, daikon radish, garlic, green onion, hot pepper flakes, Korean radish, kosher salt, sesame seeds, sugar, vinegar,","Peel a radish and cut it into thin matchsticks., Put 3-3�� cups of radish matchsticks into a large bowl., Add 1 tbs kosher salt and mix it by hand. Set aside for 5 minutes., Squeeze out any excess water from the radish strips., Add 2 cloves of minced garlic, 1 stalk of chopped green onion, 1 tbs vinegar, 2 ts hot pepper flakes, and 2 ts sugar., Mix together by hand until well combined., Add 1 ts roasted sesame seeds and mix it up a bit more."
Braised beef with eggs & peppers in soy sauce,������,https://www.maangchi.com/recipe/jangjorim-with-eggs,"1 pound (about 450 grams) of beef (flank steak or round), 4 cups of water, �� cupsoy sauce, �� cup of garlic cloves, a few strips (4��5 cm) of driedkelp, 2 cups ofshishito peppers(kkwarigochu), 1 tbs honey, 3 eggs","dried kelp, eggs, flank steak, garlic, green chili pepper, honey, shishito peppers, soy sauce, water,","Prepare 1 pound of beef and cut it along the grain into 2��3 inch sized chunks., Soak the beef chunks in cold water., Put 4 cups of water into a thick-bottomed pot and bring to a boil., When the water boils, drain the beef and put it into the boiling water., Boil it for 50 minutes to 1 hour, until the beef is tender., When the beef is fully cooked and tender, take out the beef chunks and wash and drain them in cold water.*tip: If the beef is still tough after 50 minutes, add more water and cook longer. Poke the beef with a fork to see if it��s tender enough or not. The fork should go through the beef easily., Sieve the beef stock through a coffee filter or cheese cloth to get a clear broth., Put the beef chunks into the pot and add 2 cups of broth, soy sauce, garlic cloves, a few strips (4��5 cm) of dried kelp, shishito peppers, honey, and rest 3 eggs on top., Bring to a boil for 7 minutes over medium high heat., Open the lid and turn the eggs over so that the egg yolks will be in the center of the eggs when they are cooked., Cook another 10 minutes., Take out the eggs and rinse them in cold water. Crack the shells a bit by gently tapping each egg on your cutting board., Put the eggs back into the pot and stir so they are submerged. The soy sauce will get into the cracks in the eggshells and make a cool patterns on the eggs., Cook another 15 minutes and remove the pot from the heat., Take the eggs out and peel the shells off. You will see the beautiful pattern!, Cool it down and keep it in the refrigerator., Take some beef from the container and put it on a serving plate, Tear the beef into bite sized pieces., Put some cooked shishito peppers, kelp, and sliced egg next to the beef and add some jangjorim juice, too."
Spicy stir-fried fish cakes,�����,https://www.maangchi.com/recipe/uhmook-bokkeum,"�� pound fish cakes (fish cakesstore-boughtorhomemade), sliced into thin pieces, 1 tablespoon vegetable oil, 2 to 3 tablespoonshot pepper paste, 1 tablespoonrice syrup,corn syrup, or sugar, 2 teaspoonstoasted sesame oil, 1 teaspoontoasted sesame seeds, �� medium onion (�� cup), sliced thinly, �� cup worth carrot, sliced thinly, 1 garlic clove, minced, 1green chili pepper, chopped, 1 green onion, chopped","carrot, corn syrup, fish cakes, garlic, gochujang, green chili pepper, green onion, onion, rice syrup, sesame seeds, toasted sesame oil, vegetable oil, white sugar,","Heat up a frying pan over medium high heat. Add 2 teaspoons vegetable oil and the sliced fish cakes. Stir them with a wooden spoon for a few minutes until light golden brown., Add onion, carrot, garlic, and  green chili pepper, and keep stirring for a few minutes until the onion looks a little translucent., Turn the heat down to low. Push the fishcakes and vegetables to the edge of the pan with a wooden spoon to clear out a spot in the middle of the pan., Add 1 teaspoon vegetable oil, hot pepper paste, and rice syrup to the center of the pan. Mix well for a few seconds, and then mix in the fishcakes and the vegetables from the edges of the pan., Remove it from the heat. Add green onion, toasted sesame oil, and sprinkle some sesame seeds over top., Serve with rice."
Stir-fried dried anchovies and peanuts,��ġ���Ẻ��,https://www.maangchi.com/recipe/myeolchi-bokkeum,"1 cuptiny dried anchovies(2 ounces: 60 grams), �� cup roasted peanuts (or walnuts, sliced almonds, or any of your favorite nuts), optional, 1 tablespoon vegetable oil, 1 large garlic clove, minced, 1 teaspoonsoy sauce, 1 teaspoon water, 1 tablespoon brown (or white) sugar, 1 teaspoonrice syrup, optional, 1 teaspoontoasted sesame oil, 1 teaspoontoasted sesame seeds","almonds, brown sugar, dried anchovies, garlic, peanuts, rice syrup, sesame seeds, soy sauce, sugar, toasted sesame oil, vegetable oil, walnuts, water, white sugar,","Put the dried anchovies in a colander. Shake and toss them so that the smallest bits and broken pieces fall through., Combine the soy sauce. water, sugar, and rice syrup in a small bowl. Mix well., Heat a skillet over medium high heat and add vegetable oil. Add the garlic and stir with a wooden spoon for 10 seconds., Add the anchovies and peanuts. Turn the heat down to medium and stir for a few minutes, until the peanuts and anchovies turn light brown and crunchy., Push the anchovies and peanuts to the edge of the skillet. Remove from the heat and add the seasoning mixture to the cleared out-spot. The skillet will still be plenty hot enough, so gently stir the seasoning with a wooden spoon until is starts bubbling., Mix the seasonings with the anchovies and peanuts until they are well coated., Stir in the sesame oil and sesame seeds., Serve right away with rice, or let it cool down and transfer the anchovies to an airtight container. You can keep them in the refrigerator for up to 1 month."
Soybean side dish,������,https://www.maangchi.com/recipe/kongjorim,"1 cup driedsoy beans, �� cupsoy sauce,, 1 teaspoon vegetable oil,, 2 cloves of minced garlic, �� cup of sugar, 2 teaspoonstoasted sesame seeds.","dried soybeans, garlic, sesame seeds, soy sauce, sugar, vegetable oil,","Rinse the soy beans in cold running water. Drain and put them in a pan., Add 2 cups of water to the pan and soak the beans for 8 hours., Cover and boil the mixture of beans and water over medium high heat for 10 minutes. If it boils over, crack the lid., Add soy sauce, sugar, vegetable oil, and garlic. Stir a few times with a wooden spoon. Reduce the heat to low, cover, and cook for 30 minutes., Open the lid and turn up the heat to medium high heat, stirring with with wooden spoon until the beans turn shiny and a little wrinkly., Remove from the heat and sprinkle with the sesame seeds. Let cool and transfer to an airtight container. Refrigerate up to 1 month."
Fried dried squid,��¡��Ƣ��,https://www.maangchi.com/recipe/ojingeo-twigim,"1 large dried squid (about 4 ounces), �� cuppotato starch, �� cup plus 2 tablespoon all-purpose flour, pinch baking powder, �� teaspoonkosher salt, 1 egg, �� cup reserved squid soaked water, 4 to 5 cups vegetable oil","baking powder, dried squid, eggs, flour, hot pepper flakes, kosher salt, potato starch, soy sauce, toasted sesame seeds, vegetable oil, vinegar, water,","Separate the arms and body of squid. Remove the bone that looks like plastic inside the squid., Use scissors to cut the body of the squid crosswise into ��-inch-wide pieces. Separate the arms into pieces with the scissors. Soak in 2 to 3 cups cold water for 4 to 5 hours until soft and flexible., Drain and pat dry with paper towels. Reserve the water from soaking., Mix the squid with 2 tablespoons flour with your hands to coat evenly. Set aside., Combine potato starch, the remaining �� cup flour, kosher salt, baking powder, egg, and the reserved squid soaking water in a mixing bowl. Mix well with a fork., Heat the vegetable oil in a 10 to 12 inch pan over medium-high heat until it reaches 350 F. Drop a small spoonful of batter into the heated oil. If the batter floats to the surface in a second, the oil is hot enough for cooking., Dip each piece of squid into the batter to coat well. Carefully place the coated squid pieces, a few at a time, into the hot oil. Cook, turning a few times, until the batter is light golden and crunchy, about 1 to 2 minutes total. Transfer the cooked squid to a strainer. Repeat with the remaining squid pieces., When the squid pieces have all been fried once, fry them again, 3 to 4 minutes until very crunchy and golden brown. Drain on a paper towel-lined plate., Make a soy vinegar dipping sauce by combining soy sauce, vinegar, hot pepper flakes (if used), and sesame seeds in a small bowl and mixing it well., Serve immediately, with the sauce."
Fish cake noodle soup,�����,https://www.maangchi.com/recipe/eomuk-guksu,"8 cups anchovy kelp stock (see the recipe below), 1 teaspoonkosher salt, 1 teaspoonsoy sauce, 8 ounces white wheat noodles (somyeonor jungmyeon), 10 to 12 ouncesstore bought fish cakes(orhomemade fish cakes)","anchovy stock, daepa, daikon radish, dried anchovies, dried kelp, fish cakes, green chili pepper, green onion, hot pepper flakes, jungmyeon, Korean radish, kosher salt, onion, somyeon, soy sauce, toasted sesame oil, toasted sesame seeds, water,","Combine the dried anchovies, dried kelp, daepa (or green onions), onion, and radish in a large pot., Add 18 cups of water, cover, cook over medium-high heat for about 30 minutes. If the mixture begins to boil over, uncover, stir, and then cover with the lid slightly cracked., Turn down the heat to medium low and boil for 1 hour., Turn down the heat to low and simmer for another 10 minutes. Remove from the heat., Put a mesh strainer over a large bowl and strain (to save the cooked radish and kelp, see myvegetable stock recipe). You will get about 12 to 13 cups of stock., Use right away or freeze for up to 3 months., Combine soy sauce, hot pepper flakes, green onion, green chili pepper, sesame oil, and sesame seeds in a bowl., Mix well with a spoon., Bring a large pot of water to a boil. Add the noodles, stirring with a wooden spoon so they don��t stick together., Cover and cook the noodles over medium high heat for 3 to 4 minutes until tender but still chewy. You can take a sample: it should be chewy but there shouldn��t be anything hard in in them when you bite them., Drain the noodles, transfer to a large strainer and rinse in cold running water, rubbing the noodles by both hands to cool and remove excess starch., Drain and divide the noodles into 2 large soup bowls., Heat the stock and fish cake skewers until hot. Add some fishcake to each bowl and then pour the stock over the noodles., Add some seasoning sauce and serve right away."
Omurice,���Ƕ��̽�,https://www.maangchi.com/recipe/omeu-raiseu,"1 cup (6 ounces) mixture of green and red bell peppers, cut into small pieces, �� cup chopped celery, �� cup chopped carrot, 5white mushrooms, cut into chunks, 3/4 cup (4 to 5 ounces) chopped onion, 1 garlic clove, minced, 1 smoked sausage (4 ounces), chopped, a few chunks of aged cheddar cheese (optional), 1 green chili pepper, chopped (optional), 1 tablespoon butter, �� teaspoonkosher salt, �� teaspoon ground black pepper, 1 cup cooked rice, 2 tablespoons ketchup, 2 eggs, �� teaspoon sugar, 1 teaspoon vegetable oil, a few bay or mint leaves for garnish (optional)","butter, carrot, celery, cheddar cheese, eggs, garlic, green bell pepper, green chili pepper, ground black pepper, ketchup, kosher salt, onion, red bell pepper, rice, smoked sausage, vegetable oil, white mushrooms,","Heat up a large pan. Add butter, sausage and garlic and stir for 1 minute until the garlic turns a little crispy., Add the green bell pepper, red bell pepper, celery, carrot, mushroom, and onion. Stir a few minutes until the onion turns a little translucent., Stir in �� teaspoon kosher salt and the �� teaspoon of black pepper., Add the rice, ketchup, and mix it well. Let it cook without stirring for a minute, so that the bottom of the rice gets a little crunchy. Stir it again., Remove from the heat., Transfer the fried rice to a bowl that can fit all of it, plus a bit more. Fill it about halfway with the fried rice, then if you��re using cheddar cheese stash it in there before filling the rest of the bowl., If you��re using chopped green chili pepper, put it on top. Gently press everything down with a spoon so that it��ll mold nicely to the inside of the bowl., Beat 2 eggs in a bowl with �� teaspoon kosher salt and sugar., Put a strainer over another bowl and strain the egg mixture through, to make it smooth, remove any lumps, and to catch the chalazae (white thing that hangs off the yolk)., Heat up a non-stick pan. Add vegetable oil and swirl the oil around so it covers the pan. Then wipe off the excess heated oil with a paper towel so only a thin layer remains. Turn down the heat to medium low, so we don��t burn or brown the egg at all., Pour the egg mixture into the pan and swirl the pan around to make a nice round circle. Keep moving the pan around and let the low heat cook the egg until it doesn��t flow anymore. Remove from the heat., Put a large plate over the bowl of stir-fried rice. Flip everything over and remove the bowl, so you have a perfect dome of fried rice., Place the omelette over top of the dome. Tuck the edges close under the rice., Top with a bit of ketchup and or any other garnish you like, and serve."
Rice balls in seaweed flakes,�谡�� �ָԹ�,https://www.maangchi.com/recipe/gimgaru-jumeokbap,"10 sheets ofgim (seaweed paper), toasted on both sides, �� cuptoasted sesame seeds, 1 teaspoonkosher salt","broccoli, eggs, gim, kosher salt, lettuce, rice, sesame seeds, toasted sesame oil, tomatoes, Vienna sausages, yellow pickled radish,","Tear the toasted gim a few times and put it into the food processor along with the sesame seeds and salt., Process until it turns into coarse powder. Put the flakes into a glass jar or a plastic container. Set aside., Place the rice in a bowl with the sesame oil and mix with a wooden spoon. Let it cool for a few minutes., Divide the rice into 2 portions, and make 2 rice balls. When the rice is warm, it sticks together well. Shape each ball into 4 inch wide discs., Heat up a nonstick pan over high heat. Add a few drops of cooking oil and swirl to coat evenly. Put the rice discs onto the pan and cook for a few minutes until the bottom turns crispy. Turn them over and cook for a few more minutes until the both sides are light golden brown., Cut the Vienna sausages in half and make 2 slits crosswise into one end of each piece. This way, the ends will split into flowers when they cook., Put the sausages into the pan and with a drop of cooking oil. Cook until the ends open up into flowers. Remove from the heat., Put the jumeokbap into your lunchbox container on a bed of lettuce if you have it. Spread a teaspoon or so of gochujang on the top of each rice disc, and then sprinkle a few tablespoons of seaweed flakes over top., Add and nicely arrange the egg halves, broccoli, Vienna sausages, chopped danmuji, and cherry tomatoes (if used)., Eat right away, or save for lunch. Just open the dosirak and enjoy!"
Seasoned seaweed,�蹫ħ,https://www.maangchi.com/recipe/gim-muchim,"10 toasted, unseasonedseaweed sheets (gim)","garlic, gim, green onion, soy sauce, sugar, toasted sesame oil, toasted sesame seeds,","In a large bowl, mix the seasoning sauce ingredients together until well incorporated., Tear the sheets of gim with your hands into small pieces over the seasoning sauce and gently toss all together., Transfer to a serving plate or bowl. Serve with rice and other side dishes, or pack in a lunchbox."
Braised semi-dried pollock,�ڴٸ�����,https://www.maangchi.com/recipe/kodari-jorim,"1 package ofkodari(2 largesemi-dried pollock, about 1�� pounds), 8 ouncesdaikon(orKorean radish), peeled and cut crosswise into �� inch thick disks, 5 ounces onion, sliced, 1large green onion (dae-pa)or 3 green onions, sliced diagonally, 1 red orgreen chili pepper, sliced diagonally, 1 green onion for garnish","daikon radish, garlic, green onion, hot pepper flakes, Korean radish, large green onion, onion, rice syrup, semi-dried pollock, soy sauce, sugar,","Combine the sauce ingredients in a bowl and mix well. Set aside., Remove the fins and gills from the fish, and gently scrape the tiny scales with a blade of kitchen knife and remove., Remove the black film from inside the fish., Cut off the tip of the mouth with the teeth and discard. Cut the fish crosswise into 2�� inch long pieces., Wash the fish in cold running water and drain well., Place a heavy shallow pan on the stove. Spread the radish and onion on the bottom of the pan. Add the pollock over top of the radish and onion. Put the seasoning sauce over the pollock. Add 1 cup water. Cover and cook for 20 minutes over medium heat., Uncover and scoop some broth from the bottom of the pan over top of the fish several times. Add green onion and red (or green) chili pepper., Reduce the heat to low and cover. Cook for 10 minutes., Open and turn up the heat to high. Cook for a couple of minutes, scooping some broth with a spoon and pouring it over the fish and radish until the broth is almost all evaporated., Garnish with the sliced green onion and serve right away with rice."
Seasoned fresh oysters,����ħ,https://www.maangchi.com/recipe/gulmuchim,"4 ounce fresh cleaned shucked oyster (about 2 dozen), 1 garlic clove, minced, 1 green onion, chopped, 1 tablespoonsoy sauce, 1 tablespoonKorean hot pepper flakes (gochugaru), �� teaspoon sugar, 2 teaspoonstoasted sesame oil, 2 teaspoonstoasted sesame seeds","fresh oysters, frozen oysters, garlic, green onion, hot pepper flakes, sesame seeds, soy sauce, sugar, toasted sesame oil,","Combine oysters, garlic, green onion, soy sauce, hot pepper flakes, sugar, toasted sesame oil, and sesame seeds in a bowl and mix well with a wooden spoon., Transfer to a plate and serve with rice."
Shrimp Pancakes,������,https://www.maangchi.com/recipe/saeujeon,"16 jumbo size shrimp (or 1 pound shelled and heads off shrimp), �� teaspoon ground white pepper (or black pepper), �� cup all purpose flour, 2 eggs, cooking oil (grape seed, corn, or vegetable oil), kosher salt","corn oil, eggs, flour, grape seed oil, green onion, ground black pepper, ground white pepper, kosher salt, mustard powder, shrimp, soy sauce, toasted sesame seeds, vegetable oil, vinegar, water,","Twist off the shrimp heads and peel off the shells with your hands.Save the heads for broth., Leave the tails on but remove the sharp thing right top of the tail (telson) by pushing it up. Koreans call it a ��shrimp water pouch�� because that spot has always a little amount of water. Put the cleaned shrimp on the cutting board., Remove the intestines of the shrimp by making a slit along the middle of each shrimp��s back. There will be a long dark line inside, pull it out by hand. Make a deeper cut to along the curve of the belly,  but be sure not to cut all the way through. If you find any dark stuff near in there, remove it, too., Score the shrimp on both sides so that it won��t shrink when cooked., Rinse in cold water, drain, and pat dry with a paper towel., Combine soy sauce, vinegar, chopped green onion, and sesame seeds in a small bowl and mix well. Set aside., Mix the mustard powder with water in a small bowl., Put the shrimp on a large plate, belly side up and side by side without touching each other. Sprinkle 2 pinches of salt and �� teaspoon ground white pepper over top, evenly., Dip your finger into the mustard paste and put a bit on each shrimp, just like painting., Coat the inside of the shrimp with flour, Beat 2 eggs with a pinch of salt in a bowl., Heat up a pan over medium heat., Add some cooking oil to the pan. Dip the shrimp into the egg and put the shrimp in the pan, coated part down. Repeat this with the rest of the shrimp but don��t crowd them in the pan., Cook for a few minutes until the bottom of the shrimp turns a little light golden brown, pressing down slightly with a spatula every now and then. Turn them over and cook another couple of minutes until both sides are light golden brown., Remove  from the heat and serve as a side dish or snack with the dipping sauce., Collect the shrimp heads and wash a couple of times., Put them into a pot and submerge them in fresh water, enough to cover them completely with an inch left over., Boil over low heat for 20 to 30 minutes until all the delicious stuff is infused into the water., Strain (or squeeze) before using."
